399,0,378
399,0,439
399,0,522
399,0,559
399,0,615
399,0,9
399,0,46
399,0,115
399,0,153
399,0,206
399,0,301
399,0,335
399,0,271
399,1,492
399,1,517
399,1,550
399,1,595
399,1,609
399,1,15
399,1,45
399,1,83
399,1,125
399,1,200
399,1,239
399,1,323
399,1,358
399,1,380
